"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11"
"Lewisburg, TN",0.0680096809393745,0.000477169628455005,0.65837341642443,2.12687469330644e-06,1.36714569260084e-06,2.57634947991959e-13,1.34027236799957e-06,0.266946159651035,0.00618816212231612,4.79421214712263e-07,9.75201631497399e-08
"Lewiston, ID-WA",0.00764893032091437,0.0681123274711043,0.00709670836682828,0.00104961715405491,1.61212711346757e-05,0.881727371832174,0.0156473879601024,0.018615154504617,1.91044761747334e-05,6.90151542983498e-06,6.03751274662849e-05
"Lewiston-Auburn, ME",0.000884054627032117,0.0893445447329021,0.00282448647585214,0.0374115425241697,0.00377193028237408,0.0342245638944667,0.757315817212714,0.073086437009625,0.000111774149407428,0.000431923647182639,0.000592925444274206
"Lexington-Fayette, KY",0.000159025136511778,0.000177043631270992,0.016906728036093,0.0343988525759655,0.000674316916136457,4.51933196576054e-05,0.332140203570479,0.0419466029904091,0.000587785576086979,0.000348014709572439,0.572616233537818
"Liberal, KS",0.933104608136044,0.00294915032755428,0.016343658826871,8.46501327722374e-05,5.90791604628064e-09,0.000156026378816075,0.00823941090518381,0.0388378096107965,2.27966010263083e-05,0.000260835738600901,1.04743441913724e-06
"Lima, OH",7.19577718877156e-09,1.6932492764097e-05,0.00279275899136684,1.10620328514668e-06,0.997093304764382,1.3871357028926e-11,1.94692212122048e-05,3.62404039950328e-05,7.27553214439155e-06,1.62099310180881e-06,3.12841880995652e-05
"Lincoln, IL",0.000356756042385047,0.00541635049178595,0.00479548526742803,0.000979964981869866,0.00266126747075722,5.53234273560707e-07,0.00264359488221731,0.982915409835327,0.000171150960860412,5.07949848476348e-07,5.89588832476136e-05
"Lincoln, NE",0.00108745372663071,3.22568027741471e-05,0.0218455900549825,0.001855384632335,4.94195927900717e-05,3.301582621375e-05,0.363812046369976,0.399033052822293,2.05959916053612e-05,0.00012260614167988,0.21210857803872
"Little Rock-North Little Rock-Conway, AR",0.00176057715820355,0.00797512751960112,0.00509621342996363,0.217693087680327,0.000501362951523531,2.63479102683431e-06,0.688284006526385,0.0568447398217445,0.00753053763094713,0.0133161091955079,0.000995603294769383
"Lock Haven, PA",0.0150586602460839,0.737510439801366,0.006522713942161,0.0124268431201794,0.000210175828859228,0.0930691241966831,0.0736232693411991,0.0611886288629199,0.000265036178035033,0.000110516570585943,1.45919119271448e-05
"Logan, UT-ID",0.0070453432908526,0.000375041882516573,0.0147998671443649,0.000297248935264606,8.06255106995334e-07,0.800435933485582,0.152053052633486,0.014334575001438,1.28978747873654e-06,6.75269450899807e-05,0.0105893146388203
"Logan, WV",0.00367206602673566,0.00924124761475782,0.912357136027098,2.18680686113094e-06,8.83744288072182e-07,3.61012459898587e-10,9.33451747797016e-09,5.14478569510241e-05,0.0746749434469635,3.82775779651282e-08,4.05032363464138e-08
"Logansport, IN",0.0013020805527064,0.713880512715296,0.0544660210651345,0.00120343421624745,0.0254258072969284,0.126806105264791,0.00735167841209895,0.0693020483770143,0.000120246893912768,2.65934766192824e-06,0.000139405858208208
"London, KY",0.000550310921496698,0.528632890680676,0.0498557296916509,0.0382365749223543,0.00240567862097666,7.73404922793588e-06,0.000336442064272848,0.000569629039816937,0.379327317082446,5.09049110238183e-05,2.67880160578083e-05
"Longview, TX",0.0393962291035168,0.00459951822797574,0.112046608383834,0.109447972034982,3.17971249740205e-06,4.80917314121719e-05,0.00279961815953647,0.60862698526233,0.0944876387247999,1.05494286715973e-06,0.0285431037162492
"Longview, WA",0.0261903008116324,0.0560118365832773,0.0151055642836962,0.00726555214275632,1.00828802169405e-06,0.879913246547287,0.00880915382157,0.00600787816164648,0.000412661064638808,1.21780852204413e-05,0.000270620210253187
"Los Alamos, NM",0.303356316172953,4.60632816476089e-13,0.696637529759306,7.99071543599812e-17,3.05843544216753e-18,1.04768773305227e-06,2.31076667385423e-07,3.00740446616923e-06,2.11980321576221e-15,2.45143051683478e-07,1.62275535993334e-06
"Los Angeles-Long Beach-Aheim, CA",3.68291942612673e-07,1.39790636482248e-17,0.00373511427390939,2.7642920434309e-18,7.02814627749439e-17,2.9070395701233e-22,1.0329936941866e-08,3.30608869668002e-13,5.09988750304641e-14,0.996264506559109,5.44720020473393e-10
"Louisville/Jefferson County, KY-IN",0.000160996761364891,0.0108675836429251,0.011806174563372,0.0154402013769945,0.14900792770754,1.86422643053754e-07,0.724122060677406,0.0449485582964662,0.00102178990960531,0.0422898953959752,0.000334625245707228
"Lubbock, TX",0.928953135199132,4.22181590710153e-09,0.0697641995964282,5.60509434488555e-07,6.98542683684445e-15,2.0750289278849e-10,0.000147001084391278,0.000308647561435016,1.17266738683411e-05,0.000693994173177393,0.000120730772807252
"Ludington, MI",9.29432027967457e-06,0.0285017363279129,0.00535968238049267,0.0205836551765942,0.90929696250209,7.26994044525285e-08,0.00811018261428774,0.0204778263470856,0.007396559153866,5.38448378176277e-05,0.000210183640168788
"Lufkin, TX",0.00162615474374905,0.186803156671955,0.00351430989463422,0.710149220892653,0.000130443185208499,0.000740240177332524,0.016439905648983,0.00768649663403769,0.0725474907473028,6.77622153319334e-05,0.000294819188812263
"Lumberton, NC",0.00231606107027747,0.0333975483004824,0.030479951628684,0.0530625609197128,1.52231219679826e-05,1.26499803835014e-07,0.000534056215730985,0.000206542440117299,0.879082852523535,0.000884092566137928,2.09847135506607e-05
"Macomb, IL",1.91773392183107e-05,0.000111080989339887,0.0275547945349611,0.0184929396825342,0.00565493100889576,2.70613179153129e-06,0.046527515524944,0.0131378680445955,0.00157716802534001,8.11788733776447e-05,0.886840639845002
"Macon-Bibb County, GA",0.000703301720389576,0.00196528575108105,0.0150390137319165,0.685623455662018,5.88976314768466e-05,1.16646645329526e-06,0.042534172573912,0.00358630053391657,0.228293539716538,0.00194204968638775,0.0202528165259099
"Madera, CA",0.00647508588401715,7.49867475152648e-07,0.111248582393296,7.30714357218729e-09,6.82680231998283e-10,3.62371282300695e-14,2.04971504124887e-05,5.21788996798896e-07,1.15859014679493e-05,0.882242966175141,2.84933412954295e-09
"Madison, IN",0.00027359901127273,0.0552231218453688,0.00757766950242818,0.0172235081394572,0.040447596363552,4.46337566530163e-05,0.0149687469421264,0.862602691190829,0.00104548961084109,1.62993195570842e-06,0.000591313705515623
"Madison, WI",0.000461862860772106,6.88706554044295e-06,0.0298966382832699,0.000236674662233238,0.000126447516211524,2.94869891424657e-06,0.413652757187229,0.369277310562162,3.26436005698611e-06,0.000277593315626796,0.186057615487984
"Madisonville, KY",0.000347945974034926,0.849839476035324,0.00736627744606325,0.020327958698918,0.0313438376748582,0.000136459672162633,0.00171027278113824,0.0825495174627212,0.00635466416793335,9.96389706867189e-07,2.25936971395068e-05
"Magnolia, AR",0.00088799172008991,0.00522060577866499,0.0479933891312371,0.0374751651043232,1.32124645639259e-05,1.91494857304451e-07,2.18904718946501e-05,0.00682757615761083,0.900328370848412,1.07678870311821e-07,0.001231499149476
"Malone, NY",0.000133829841770986,0.399950368491314,0.00757428117436508,0.235144234555343,0.197205811816113,5.3484972274937e-05,0.0172139012236289,0.114677354410156,0.0274537589988626,1.14580599938268e-05,0.000581516456178382
"Manchester-Nashua, NH",0.000134062533824837,0.00190749820950129,0.0154930325087663,0.000130485822919041,0.0221779704045895,0.00368474364626131,0.926507345924005,0.0258378154243302,5.64436307827077e-07,0.00196792311773775,0.00215855797175651
"Manhattan, KS",1.66163178864061e-06,5.31008315458515e-10,0.00545749730202886,3.56746595830401e-07,1.51407801888129e-08,6.16475910611221e-08,0.000204644359687898,4.22519074530819e-05,6.57707504271543e-08,6.19185933224564e-07,0.994292825776383
"Manitowoc, WI",0.00196829759397756,0.0049819545741383,0.014214074304867,3.31363953256264e-05,0.00411241910952839,3.4983374796674e-08,0.0151624820689804,0.959412573002165,9.76212297679411e-06,0.000103729186709713,1.53665795600335e-06
"Mankato-North Mankato, MN",0.000303102366681873,0.000341952544783533,0.0116365598647045,0.0038199234477162,0.0019035461748138,1.31746161536051e-05,0.157283055556284,0.792311342862509,5.90360439884896e-05,2.61167932486278e-05,0.0323021897291172
"Mansfield, OH",4.27973793187868e-08,0.000149314512594896,0.00303851161638939,4.58674176243596e-06,0.996159963347015,2.47445398165955e-11,9.07618896209112e-06,0.000584428149585363,4.27442514406504e-05,1.09704574619924e-07,1.12226655515732e-05
"Marietta, OH",4.20193498679783e-05,0.306515810340869,0.0186175914686067,0.00165067016955199,0.647076583541419,0.000542220744525105,0.00273654601551524,0.0223598916082597,0.000353774846008513,2.14373093135087e-06,0.000102748184445713
"Marinette, WI-MI",0.0101570023732461,0.0324966199577118,0.0155192244497223,0.000445486621589032,0.000102072993152478,5.06333217285452e-07,0.000416522161037084,0.94015700214365,0.000703215157970457,4.31899053785988e-07,1.91590964985558e-06
"Marion, IN",0.00011566829626219,0.390619998512733,0.00896977145400308,0.0567022106123603,0.344237637227552,4.01438632356409e-05,0.00886980138986751,0.181648640549604,0.00853973070183573,3.8913593464558e-06,0.000252506033199659
"Marion, NC",0.00636306565127362,0.961417332180136,0.0261418956185769,0.000578986225411318,0.00015760427153875,0.000147525612860065,0.000233368458539995,0.00274405547708876,0.0022045905506872,1.13574228918635e-05,2.18530995941049e-07
"Marion, OH",1.84140058233617e-09,3.28261987937358e-06,0.00424464977203397,5.06853205518756e-08,0.995732350518677,5.286384134766e-14,8.51019892615329e-07,1.01783195917216e-05,4.29347286405608e-06,3.24764842027479e-07,4.01698544572619e-06
"Marquette, MI",0.000538247851051226,0.0175862915152061,0.00210612430046878,0.0510776492782116,0.00154373582238853,0.00675246915176851,0.848732493604895,0.0689035784427569,0.00013488695175189,0.000438425877506045,0.00218609720399547
"Marshall, MN",0.00144740311660334,0.00162644576592902,0.0062776435766955,0.00440960248998657,0.000178549378958692,0.000441451139855231,0.073256903008615,0.907260314848947,4.76323595301166e-05,4.60766064129468e-06,0.0050494466542381
"Marshall, MO",0.00201015867712583,0.0416918540878135,0.0100079008896636,0.060918576411258,0.000916524329775509,0.00109693636436805,0.0197113419159921,0.858309336285531,0.00245280236108203,1.20544450024726e-06,0.00288336323289
"Marshall, TX",0.00132649465956574,0.600471309456036,0.00364486409544397,0.320129321796483,0.000545476470345923,0.000638981842489495,0.00598832297225201,0.0138366940009186,0.053343093003909,1.45817745116274e-05,6.0859928044802e-05
"Marshalltown, IA",0.00283703428419372,0.0111921459891579,0.00406442851629158,0.000515125466559916,0.000851511696678855,9.55276195506191e-06,0.0626127320541439,0.917833962215144,1.56359001938108e-05,5.75656195485831e-05,1.03054961329775e-05
"Martin, TN",0.000471930630743508,0.82793192917185,0.00532487471095814,0.121789184953359,0.00504408961854469,0.00920903969696529,0.0122632407023373,0.0087019108460641,0.00910317950276167,1.9784236929492e-05,0.00014083592948704
"Martinsville, VA",0.000856233651702919,0.909462576745729,0.00278859140370884,0.063069462932794,0.00121732300673409,0.000805081492326689,0.00563263686274427,0.00661195626299464,0.00951974182793555,2.78334576825918e-05,8.5623556474751e-06
"Maryville, MO",1.89018795375722e-05,3.66064347037423e-07,0.0235910755839402,0.000283628514874709,3.26810957922595e-06,1.9070445243315e-08,0.000315819109211264,0.00531472798843409,0.000255534113845765,2.64379242236504e-07,0.970216395186543
"Mason City, IA",0.000240999205178962,0.000199228344266717,0.00762466880211147,7.99335262684551e-05,0.000322760885419987,2.18352955458694e-08,0.000573123708153539,0.990776743601667,3.68480098057152e-05,9.82705298051017e-08,0.000145573811302997
"Mayfield, KY",2.21661825673685e-05,0.179504001361487,0.0141033364735794,0.00167467960671361,0.792846195149709,2.23909128809302e-08,0.000704554633852559,0.00368945506069503,0.00739011856676762,6.31307070679781e-05,2.3398666478573e-06
"Maysville, KY",0.000156200863475586,0.186222046542792,0.0170073096772235,0.483199140534177,0.115180199443752,0.00016264177332033,0.0217174063992355,0.11137646817489,0.0568320971471552,9.61155173370069e-06,0.00813687789224504
"McAlester, OK",0.0625421546996168,0.401699767162642,0.0395344760001581,0.0871763065902326,1.60272481896484e-05,0.249597657976909,0.0109712865873411,0.1384142119887,0.00923249538089525,3.70112972602053e-06,0.000811915235589441
"McAllen-Edinburg-Mission, TX",0.00460309291713851,0.0647958193386115,0.0110500321321491,0.411634420859428,4.80082473255625e-05,9.0102705663331e-07,0.0105509924889153,0.00432941721155272,0.491262195352436,0.00165710909072051,6.80113346661772e-05
"McComb, MS",8.90354132626139e-05,0.000928996940994596,0.259775381237807,0.000417661150030664,1.07745970087551e-05,2.84695901545188e-09,9.75792052678383e-08,9.91553902258304e-05,0.738416666965507,7.86901594406477e-09,0.000262220009983475
"McMinnville, TN",0.00103860874356991,0.908082919737152,0.00695647744765055,0.0292356426817863,0.0033107958736416,3.21392170287598e-06,0.00176664145134409,0.00814838039254471,0.041389307717011,6.6544899364229e-05,1.46713423252667e-06
"McPherson, KS",0.00240922501844909,6.2536780444847e-07,0.0332361493314311,2.70294296201891e-08,1.57275366518858e-07,2.10500063953625e-10,1.59149822543005e-05,0.964322578348097,1.482989438763e-07,7.69725190537915e-09,1.51664404723526e-05
"Meadville, PA",0.000496555251789993,0.528666532781298,0.00370098007241129,0.0333469462308243,0.0826330095815847,0.000605100827726461,0.115894016350126,0.233883891551791,0.000644287730417696,7.6816133612744e-05,5.1863488417269e-05
"Medford, OR",0.000286585412466941,0.00393058963433674,0.00356507141140069,0.155613232984821,0.000816100853636979,8.12825487479792e-05,0.810215661318974,0.00875889057678832,0.00183166776137963,0.00805925552393673,0.00684166197351082
"Memphis, TN-MS-AR",0.00188411975804082,0.000159395944858304,0.193926538499872,0.093136760584541,0.000152104519089843,1.0246240265845e-10,0.0666330402148132,0.0111964141828091,0.489844482283037,0.121547009374975,0.0215201345355017
"Menomonie, WI",0.02460863714915,1.70466319191813e-08,0.252117340944619,1.12158524969751e-07,5.58294652156771e-10,7.57952833279416e-11,2.02847370887231e-05,0.720320428083163,1.87285688171185e-06,2.51418407742229e-08,0.00293128124801031
"Merced, CA",0.000494365751674154,1.28643342323854e-05,0.0230517258228174,2.12089676321743e-05,2.06719309481367e-07,4.03498711507113e-11,0.00146104784587661,2.24850236209147e-06,0.000510334332518472,0.974443602007438,2.39567578931602e-06
"Meridian, MS",0.00256293340967218,0.0209190615998777,0.0589777903392707,0.151007330818673,1.97599278377223e-05,1.82712247946695e-05,0.000179996329112554,0.0128500206917612,0.749295029004485,4.17628868439977e-07,0.00416938902564685
"Merrill, WI",0.249006751565526,0.0203454566138276,0.33532428886013,1.17507398730217e-06,1.96965158978154e-06,0.00155947439969228,0.000107734274277786,0.39364819769632,3.3706338862408e-06,9.5831409686461e-08,1.48539935228039e-06
"Mexico, MO",0.00192818785836805,0.755813316086668,0.0134752954201738,0.0198500386030078,0.00340257872099351,0.000483787036756923,0.0012322339094151,0.196049158375275,0.00772987837566197,3.81792068397648e-07,3.5143821611629e-05
"Miami, OK",0.00049005983183873,0.518539807723815,0.00357870356329632,0.385737812990589,0.00390372332518012,0.000284134984383586,0.00759699556039325,0.029127176277668,0.0505870802096195,8.7046541782204e-06,0.000145800879037645
"Miami-Fort Lauderdale-West Palm Beach, FL",0.000114241307118015,2.26761481212402e-07,0.00564057480364451,1.48653765449602e-05,1.58351846398733e-07,7.15196458844943e-10,0.0580473598619527,1.82118214160302e-05,4.63522606085302e-06,0.935777480851,0.000382244923739069
"Michigan City-La Porte, IN",4.32096117320834e-05,0.0578554939148421,0.01177756134487,0.0501302055058997,0.696326143165772,1.40201397802622e-07,0.00886640369386803,0.152741541466126,0.0217666852107735,1.87122833196744e-05,0.000473903601399315
"Midland, MI",4.36825720529993e-06,0.00164012486903523,0.00467340379885901,0.000519564413536595,0.910124024310624,4.06076522457572e-07,0.0408813239259555,0.0413966284566078,2.31516554078848e-05,7.22222349388074e-05,0.000664782001307124
"Midland, TX",0.943648352355694,1.40940889717845e-11,0.0555282870041935,5.60521065826917e-12,5.54111267215859e-17,1.36234767864419e-13,6.43106173775994e-07,0.000820710254222352,1.17995194753643e-09,1.8098383692094e-06,1.96241559451331e-07
"Milledgeville, GA",0.000415684632370591,7.84954586727365e-05,0.0273411016799967,0.0407279892421192,3.15845268292049e-07,3.23389121572991e-09,0.000108919102914609,0.000179459207427571,0.925257341609096,2.87840111102814e-05,0.00586190597713244
"Milwaukee-Waukesha-West Allis, WI",7.92841675666536e-05,4.10074797781703e-06,0.145517173372545,0.000304434950175582,0.00779989833900143,2.06941748729755e-11,0.433110799941223,0.021956854284872,0.000199799719675304,0.358359504647872,0.0326681498083971
"Mineral Wells, TX",0.0123522207631504,0.128978297988898,0.00473625988019965,0.723520366711409,1.68267518234632e-05,0.003761711693732,0.0616632375161699,0.0333242291694654,0.0310048161234148,0.000139158583841835,0.00050287481789555
"Minneapolis-St. Paul-Bloomington, MN-WI",0.000692260266843798,1.12353077995968e-05,0.00695466988657399,3.83921015001201e-05,4.89665078277575e-05,2.45924116373535e-07,0.909488881066621,0.066232467287899,4.64895988242485e-07,0.0157432965658101,0.000789120189019609
"Minot, ND",0.12512262941216,0.000164244475806419,0.0593262939873755,4.76122429552239e-06,1.29824549442947e-07,0.0112328444199841,0.0155378576755459,0.788174443162246,1.5175655815968e-07,2.4528444723751e-06,0.000434191217006411
"Missoula, MT",0.000772685729166426,1.58991625031221e-06,0.0121000212641755,0.000103856953774808,2.90196146219496e-07,1.03072464431848e-05,0.780149809556339,0.000358533287042112,1.73549471181654e-06,0.18827521075845,0.0182259595975002
"Mitchell, SD",0.0209928804822034,0.000625418204337993,0.00924650386815261,0.000180870564613724,1.08101842667623e-06,0.000633284781390725,0.0124745423873337,0.955538321500116,5.15758588575349e-06,1.1811993674184e-06,0.000300758408172368
"Mobile, AL",0.00784027718196014,0.067030916205438,0.00578976392830448,0.72167660572289,3.87492555843676e-05,2.13051134440492e-05,0.0742802175402166,0.0165098070950643,0.104460182477663,0.00216620403523588,0.000185971444199069
"Modesto, CA",0.000144069130927688,1.49994219933776e-06,0.00960008849785998,1.40638976787377e-07,6.45009064114149e-08,1.75470982116822e-11,0.000578069359523511,3.63160035988185e-07,2.61405896262234e-06,0.989672977897563,1.12795497803153e-07
"Monroe, LA",0.00221291264110802,1.77789084128736e-05,0.110929670263239,0.00252351048507212,6.28326831925601e-07,5.70937909498133e-14,9.23748628532682e-05,0.00226869552745702,0.88119549181521,0.000597644174113167,0.000161292995645463
"Monroe, MI",1.92946303904911e-07,0.00074749431672881,0.00365904167958745,2.61158316024872e-07,0.995087326677006,8.4729740343523e-09,4.85119051479241e-05,0.000455133988063002,4.74607805599521e-07,7.83003342413096e-07,7.71244724556319e-07
"Montgomery, AL",0.000878317752562292,0.00971768610311417,0.00432147205928443,0.857505139433766,7.85783089462589e-05,0.000128562588136871,0.0609801349933838,0.0155055955505768,0.0414266732367249,0.000148973580894381,0.00930886639260963
"Montrose, CO",0.0184295440901038,0.0244684435593329,0.0107742721182445,0.00205484319790901,2.57091841124009e-06,0.814341930341639,0.125787012726447,0.00309476058726766,2.76034967670495e-05,0.00086612096424989,0.000152897999627852
"Morehead City, NC",0.00419861654065632,0.0540563496731318,0.00415242058510351,0.0181803036045218,0.000104006698034016,0.397033433557266,0.496162958485885,0.0250312828272421,6.30749659485005e-05,0.000465577494820128,0.000551975567390802
"Morgan City, LA",0.000827770311787216,0.265279463667295,0.020547124072437,0.146752921283478,0.0129844542777001,3.09082893117076e-08,0.00463491490039947,0.0173075917891133,0.531048711405085,0.000599163651409732,1.78537330059339e-05
"Morgantown, WV",0.000265022618738363,0.0129547388978545,0.0240094336515745,0.441217048426091,0.00783889080827168,0.00182074143590066,0.193611146881906,0.0521606562191848,0.0111287796658379,0.000103290491505673,0.254890250903135
"Morristown, TN",0.00196996948019132,0.941405268220823,0.00443915569030803,0.0252444176287382,0.00137366698123922,0.000143639272985318,0.0129322669541891,0.0066227382677464,0.00549369591260459,0.000373190647194607,1.99094398048704e-06
"Moscow, ID",6.58351181153939e-07,4.38549351837409e-13,0.0721656619356436,1.17880261834285e-11,9.78458386553686e-13,7.95195691755911e-08,5.3773437615736e-08,2.23248159003103e-08,2.41743359520261e-10,2.35318646835672e-09,0.927833521487218
"Moses Lake, WA",0.00845665987064648,0.781814964947797,0.0041815056298031,0.0330965257313741,0.000293289327062509,0.0423528424845952,0.0436930123801528,0.0852878977254426,0.000769713289612855,3.12443618124767e-05,2.23442517014194e-05
"Moultrie, GA",0.00168027032870685,0.134427896147991,0.00853570414824506,0.509287171366374,0.000542397146958646,0.0275588555614241,0.297357180303243,0.00600073986710932,0.00975641608107946,0.0016602610188172,0.0031931080300511
"Mountain Home, AR",0.00125083380525527,0.398985443223216,0.00429943713593544,0.140591044594401,0.00705495751808791,0.00152895014342171,0.0369825020960596,0.404922988070881,0.00412438468588858,6.42000090752152e-06,0.000253038725946002
"Mountain Home, ID",0.00618257543178023,0.0200962388521475,0.0194172442586643,0.00203813944269825,3.74782328019336e-06,0.938137677954244,0.0030043665669253,0.00987949959181817,0.000121297835111497,7.690189076217e-07,0.00111844322442305
"Mount Airy, NC",0.00385687756256244,0.925249666403086,0.00642410477756639,0.0104446909825455,0.00136619683128221,0.000901396172696916,0.0400232456687362,0.00956722946005785,0.00106212113259356,0.00110227299811001,2.19801076293248e-06
"Mount Pleasant, MI",1.06549977922825e-09,3.43529731088468e-11,0.107648887044384,1.70277898054353e-09,3.19466211117813e-05,5.13689480043378e-13,5.82308496695124e-07,4.94302571128484e-08,2.1066656058699e-07,7.74916885392406e-07,0.892317546209159
"Mount Pleasant, TX",0.00685532758783223,0.460539801464992,0.00802906551804579,0.251836879436183,0.000650953977126998,5.17986468600042e-06,0.0103021022293911,0.146331501470585,0.115365525056442,6.43209406496629e-05,1.93424540659954e-05
"Mount Vernon, IL",0.000305489330605712,0.51637644076571,0.00574558747274683,0.281102043308301,0.033125133389474,6.36256441839314e-06,0.00688284393385803,0.0614982860471768,0.0948607705300156,1.80300194739033e-05,7.90126382197844e-05
"Mount Vernon, OH",2.93596136473527e-06,0.00272690243803944,0.065156887605899,6.88455548924056e-06,0.927669666823176,0.000146088962382057,0.0016891963230547,0.00168465037942978,1.98414958104817e-06,4.72604551339744e-06,0.000910076756070338
"Mount Vernon-Acortes, WA",0.0029283568263729,0.0160701906481138,0.00227814552534651,0.0544147148619055,6.63666488376921e-05,0.0276035511853129,0.853904943413289,0.0404458071595942,0.000152336925974606,0.000817078703017699,0.00131850810223547
"Muncie, IN",9.14342267948152e-06,0.00097368270072638,0.114901164229488,0.032445819027143,0.139787940656529,1.12260868071766e-06,0.00803910755020739,0.00620643936344895,0.0237184671234324,3.63891643941165e-05,0.673880724153271
"Murray, KY",0.000195456753717916,0.00722856894548581,0.0564341276624483,0.135261959583089,0.00680228331526168,0.00779097741146732,0.248045080462086,0.00757706671111425,0.00416818256067593,0.000549529239272533,0.525946767355381
"Muscatine, IA",0.0179890211009477,9.88227277042855e-05,0.0225795269941461,3.73694717609734e-06,1.55261543822174e-06,1.82466905655453e-10,0.000310392321796449,0.958994742935452,1.80250051503608e-05,3.39660550751944e-06,7.82564214309144e-07
"Muskegon, MI",2.32306192129999e-08,3.15509948351887e-05,0.00506360210515031,9.03312912838346e-06,0.994572994436593,1.19289504608819e-11,9.79486753620541e-05,5.29767544612484e-05,5.58521035487422e-05,2.24013554036421e-05,9.36172029696395e-05
"Muskogee, OK",0.00245447989079462,0.047241181885441,0.0096587681626788,0.511916249498144,2.62466144053617e-05,2.56030277792535e-05,0.00157770300581639,0.0137176653470837,0.412622339980081,5.34463515039713e-06,0.000754417952625932
"Myrtle Beach-Conway-North Myrtle Beach, SC-NC",0.00903554555837622,0.0664158754093899,0.00278261202320165,0.129331183414768,5.97035127637269e-05,0.00436605012242502,0.742306382933025,0.0411158041829626,0.00101741036533874,0.00338442542097175,0.000185007056777706
"Nacogdoches, TX",0.000306558306974984,0.000120418698981822,0.0688216028711329,0.129976367261383,9.66294722209137e-06,1.35622778929533e-06,0.00442430790845872,0.000983393143383446,0.172477734215739,0.000120115820175357,0.622758482598759
"Napa, CA",0.000469499111408941,2.22685110940349e-05,0.00514277045043699,1.2458105572856e-05,7.498066398772e-06,1.41858032521994e-06,0.503265688718021,0.000359415545408206,3.23540959493507e-07,0.49067030492604,4.83544443350241e-05
"Naples-Immokalee-Marco Island, FL",0.00063870472424222,1.44290689785484e-05,0.00560000553665771,0.00236154113411312,5.45086571204115e-06,1.39182246225054e-06,0.933241602343593,0.00583078599615074,3.52976221126177e-05,0.0388333456930798,0.013437445192898
"Nashville-Davidson--Murfreesboro--Franklin, TN",0.0010258183780439,0.00196870848714799,0.00221549397981301,0.0330473563113419,0.000204507372186308,1.16835211137887e-05,0.890174944416324,0.0652359843390441,0.000302739781095381,0.00490854766079288,0.000904215753096814
"Natchez, MS-LA",9.43121109496041e-06,1.89113975249283e-05,0.04664647897347,0.000649485359550836,5.0403418276758e-06,1.48438564598174e-12,1.85451167278898e-07,4.99558560355881e-05,0.952022068038796,5.492191054776e-08,0.000598388447137543
"Natchitoches, LA",3.60245812206854e-05,7.0245084683122e-06,0.0282987818362882,0.00152261618369804,4.75620071676213e-07,2.65960888490294e-13,4.40042130178383e-06,1.00286549421405e-05,0.969815197014264,5.2474435222346e-05,0.000252976744256507
"New Bern, NC",0.00513459149951855,0.0369429601910915,0.0044015896410436,0.267962961301703,6.5555178565516e-05,0.0601101158468782,0.560214064406766,0.0588353752961032,0.00132394558932206,0.000346834892788134,0.00466200615621957
"Newberry, SC",0.010678134875873,0.671952435503137,0.00635681166435423,0.0751687317234433,0.000263572765217282,0.000168888067170762,0.00634340784312439,0.212693614984044,0.0163547384848087,8.0405216436991e-06,1.16235671835473e-05
"New Castle, IN",1.17689306602597e-06,0.00574144799795848,0.00312621592474736,0.000351603862618058,0.979647824088961,4.69580518768204e-08,0.000424768033079947,0.0104481396125334,0.000206177782769614,6.30919883962472e-07,5.1967926330099e-05
"New Castle, PA",2.04453960551297e-05,0.13215865088674,0.00344209493107358,0.0133690504387262,0.802849721450279,1.20814560414403e-05,0.0297415127272759,0.0172901701729359,0.000932877702290788,0.000111730077889175,7.16647606929357e-05
"New Haven-Milford, CT",3.48782986094111e-05,9.05571419567356e-05,0.00891579610639829,0.000166392899349022,0.00422846785361074,2.88824928394267e-07,0.737726659955403,0.001055016094131,5.49615385206176e-06,0.247005908384832,0.000770538286929204
"New Orleans-Metairie, LA",0.00310488825359677,0.000475201212038315,0.0280176120755438,0.043223701016906,0.000106593465076089,1.25487745219252e-08,0.614540279371164,0.0213640315373288,0.0106851480218436,0.27622808523404,0.00225444726368895
"New Philadelphia-Dover, OH",2.89516945853801e-06,0.010442227349368,0.00466621505002517,3.60986736489524e-05,0.970866161527782,2.41058293840941e-06,0.0009343858261708,0.0130230069428325,7.78932885052429e-06,9.18799732744496e-07,1.78907491915896e-05
"Newport, OR",0.00136255365266055,0.0575435376690724,0.00235584139341481,0.228558062719693,0.000418035403588681,0.00601592858379424,0.683301106901787,0.0157994107205191,0.00146835846936506,0.00236968406912583,0.000807480416979009
"Newton, IA",0.0020852917805228,0.018436442044393,0.00342922426208344,0.000998825712707706,0.000940572439566115,7.42435729614179e-06,0.0206444923978086,0.953386450806217,5.08975128768186e-05,1.06346015008166e-05,9.7440850270494e-06
"New Ulm, MN",0.000820725284572759,0.0493315080633666,0.00771832330886475,0.000530836206580144,0.0420296898806701,2.20833489248301e-05,0.0775760746067536,0.821867571698729,1.81490128885462e-05,7.10510959057259e-05,1.39874927433603e-05
"New York-Newark-Jersey City, NY-NJ-PA",8.13834314265251e-07,4.50286282890847e-11,0.00297913223741904,1.94484275678842e-10,1.57583940208165e-08,9.78004521736276e-15,0.000731168972179686,7.59369757894968e-08,9.12346378376862e-10,0.996282322570439,6.46953840901528e-06
