GEOID,ME,MELSAD,z_AQI,z_Education,z_Poverty,z_Gini,z_Stability,z_SevHous,z_PoorH2OQual,z_AvgLandCOver,z_PoorHealth,z_Water,z_Black,z_Asian,z_Hispanic,z_GHG,z_Unemploy,z_Food,z_Crime,z_Female
25620,"Hattiesburg, MS","Hattiesburg, MS Metro Area",0.11,0.72,0.56,0.87,-1.16,0.55,-0.42,0.62,0.62,-0.45,-0.116935288,-0.275916354,0.102395800,-0.18,1.14,1.25,-1.03,-0.826068209
25700,"Hays, KS","Hays, KS Micro Area",1.04,1.45,-0.17,1.32,-2.14,-0.47,0.26,-0.59,-1.35,-0.34,0.967888562,-1.531447013,-0.564413868,0.61,-1.55,-0.10,-0.08,0.142915290
25720,"Heber, UT","Heber, UT Micro Area",-1.42,1.80,-1.50,-1.55,-0.80,0.51,-0.58,1.80,-1.22,-0.30,NA,-0.964457750,-1.032813878,-0.50,-1.46,-0.67,-1.19,-3.259146645
25740,"Helena, MT","Helena, MT Micro Area",0.06,1.59,-0.99,-1.53,-0.78,-0.93,-0.38,0.95,-0.71,0.55,-0.202487322,-0.442460785,-0.411351500,-0.62,-1.17,-0.84,0.55,0.001837712
25760,"Helena-West Helena, AR","Helena-West Helena, AR Micro Area",0.06,-1.33,2.27,1.39,-1.25,0.91,-0.76,-0.48,1.18,-0.59,0.061865112,3.049342844,-1.158676267,-0.58,3.72,4.46,4.89,0.135886517
25780,"Henderson, NC","Henderson, NC Micro Area",0.00,-1.24,0.77,1.54,0.55,1.19,-0.54,0.40,1.96,0.19,0.453213884,0.093156836,0.092246818,-0.53,1.28,2.50,1.51,1.889771086
25840,"Hermiston-Pendleton, OR","Hermiston-Pendleton, OR Micro Area",0.02,-0.89,-0.06,-1.18,-0.34,0.06,-0.48,0.56,0.58,-0.31,-0.506113621,0.495671038,-0.674096105,-0.30,0.41,-0.79,-0.40,-0.254098279
25860,"Hickory-Lenoir-Morganton, NC","Hickory-Lenoir-Morganton, NC Metro Area",-0.32,-0.57,-0.27,0.03,0.60,-0.39,-0.01,0.74,0.62,-0.27,-0.378862220,-1.069096871,-0.994114607,-0.53,0.59,-0.15,-0.51,0.624066294
25880,"Hillsdale, MI","Hillsdale, MI Micro Area",-0.04,-0.70,-0.12,-0.52,0.60,-0.16,3.19,-1.48,-0.16,-0.46,0.270422082,-0.705614912,2.187485635,-0.65,0.00,-0.31,-0.69,0.047685888
25940,"Hilton Head Island-Bluffton-Beaufort, SC","Hilton Head Island-Bluffton-Beaufort, SC Metro Area",0.42,1.56,-0.66,0.71,-0.80,0.66,-0.57,0.20,-1.04,0.49,-0.350248958,-0.679745509,-1.171222218,-0.54,-0.18,-0.92,0.39,-1.423518471
25980,"Hinesville, GA","Hinesville, GA Metro Area",-0.24,-0.51,-0.08,-1.60,-3.26,0.34,-0.30,0.62,0.69,0.20,1.117072693,-0.407511851,0.588129180,-0.67,2.25,0.77,0.44,-0.850753613
26020,"Hobbs, NM","Hobbs, NM Micro Area",-0.13,-1.13,-0.26,-0.43,0.97,-0.59,-0.88,0.77,0.98,4.04,2.361271338,2.894105191,-0.272480086,0.71,-0.36,0.10,0.72,-3.754161767
26090,"Holland, MI","Holland, MI Micro Area",-0.27,-0.07,-1.05,-1.61,1.05,-0.82,3.46,-1.39,-0.64,-0.69,0.151945733,-0.414781814,-0.550588022,-0.27,-1.06,-1.32,-0.35,-0.458925229
26140,"Homosassa Springs, FL","Homosassa Springs, FL Metro Area",0.69,-0.59,-0.06,-0.05,0.02,-0.26,-0.33,0.21,0.16,0.36,0.843507829,0.563625870,0.682450994,-0.91,1.50,0.42,-0.07,0.229888610
26220,"Hood River, OR","Hood River, OR Micro Area",0.13,0.83,-0.86,-0.65,1.37,0.38,-0.56,1.69,-0.31,-0.09,1.954175436,-0.629112252,-0.943242933,-0.18,-1.04,-1.49,-0.89,0.458335224
26300,"Hot Springs, AR","Hot Springs, AR Metro Area",0.11,-0.33,0.19,1.11,-0.13,0.47,-0.69,1.17,0.42,-0.76,-0.260335573,0.586308525,-0.408069762,-0.50,0.56,0.86,1.86,-0.277396812
26340,"Houghton, MI","Houghton, MI Micro Area",1.43,1.07,0.47,0.31,-0.80,0.19,0.48,0.89,-0.45,-0.88,0.239850972,0.420078044,4.150615294,-0.51,-0.09,0.34,-0.83,0.985258751
26380,"Houma-Thibodaux, LA","Houma-Thibodaux, LA Metro Area",0.64,-0.87,0.06,0.02,0.65,-0.74,-0.03,-0.85,0.92,-0.51,-0.246577037,0.524742902,0.614326537,-0.26,-0.49,-0.22,0.21,-0.490292548
26420,"Houston-The Woodlands-Sugar Land, TX","Houston-The Woodlands-Sugar Land, TX Metro Area",-2.52,1.03,-0.45,1.05,-0.22,0.86,-0.54,-0.46,-0.08,-0.38,0.385134456,-0.146342391,-0.433153511,0.04,-0.35,0.61,1.44,-0.629050006
26460,"Hudson, NY","Hudson, NY Micro Area",0.73,0.82,-0.96,0.19,1.56,-0.15,0.34,0.44,-0.62,-0.30,0.062915291,0.002737287,-0.223699636,-0.94,-0.77,-1.11,-0.90,0.916703822
26500,"Huntingdon, PA","Huntingdon, PA Micro Area",-0.40,-0.87,-0.63,-1.55,0.86,-1.10,-0.08,0.71,-0.68,-0.45,-1.537246924,-1.179256618,0.508420796,-1.03,-0.11,-0.23,-0.70,1.772892400
26540,"Huntington, IN","Huntington, IN Micro Area",1.10,-0.55,-0.93,-2.30,-0.06,-1.20,0.32,-1.58,-0.38,-0.79,-1.750590483,-1.142870350,-0.390195189,0.78,-0.90,-0.59,-1.52,-1.700092718
26580,"Huntington-Ashland, WV-KY-OH","Huntington-Ashland, WV-KY-OH Metro Area",-0.77,-0.41,0.15,0.76,0.58,-0.67,1.36,0.71,1.39,-0.65,0.461822109,1.136725189,2.520115694,-0.04,-0.20,0.12,-0.29,-0.116853848
26620,"Huntsville, AL","Huntsville, AL Metro Area",0.50,1.64,-0.59,0.38,-0.03,-0.78,-0.50,0.31,-0.19,-0.80,0.152962319,-0.457375297,-0.023242578,-0.16,-0.05,-0.01,1.16,-1.103845861
26660,"Huntsville, TX","Huntsville, TX Micro Area",-0.05,-0.49,0.77,0.50,-0.64,0.81,-0.54,0.10,0.15,-0.58,-0.386268437,0.582579241,-1.132456810,-0.33,-0.85,2.36,0.20,2.917201373
26700,"Huron, SD","Huron, SD Micro Area",0.76,-0.38,0.88,-1.88,0.11,-0.44,-0.55,-1.05,-0.85,0.95,-0.127934637,-1.814600235,-0.230063645,0.12,-1.75,-0.45,-0.28,-1.415315704
26740,"Hutchinson, KS","Hutchinson, KS Micro Area",1.04,-0.34,-0.57,-0.81,-0.38,-0.89,-0.02,-0.59,-0.77,-0.03,0.259258594,-0.874878926,-0.159945814,0.01,-0.90,-0.07,0.26,-0.378377644
26780,"Hutchinson, MN","Hutchinson, MN Micro Area",0.82,-0.57,-1.41,-1.81,0.81,-1.19,-0.12,-1.24,-1.52,0.06,-2.227737719,0.833019091,-0.875368355,-0.25,-1.42,-1.65,-1.19,-0.123678834
26820,"Idaho Falls, ID","Idaho Falls, ID Metro Area",0.77,0.52,-0.95,-0.56,-0.50,-0.57,-0.28,1.54,-0.35,-0.87,2.104738523,-0.333557445,-0.967671108,-0.37,-1.04,-0.66,-0.44,-2.104309636
26860,"Indiana, PA","Indiana, PA Micro Area",0.32,-0.03,-0.18,0.19,-0.92,0.09,-0.43,0.71,0.08,-0.54,-0.462433319,1.849278974,0.143669839,-0.51,0.05,0.12,-0.14,0.290537953
26900,"Indianapolis-Carmel-Anderson, IN","Indianapolis-Carmel-Anderson, IN Metro Area",-2.59,1.16,-0.62,0.39,-0.03,-0.18,0.72,-0.92,-0.27,-0.85,-0.279847469,-0.155047556,-0.520809934,0.19,-0.24,0.06,1.97,-0.246550377
26940,"Indianola, MS","Indianola, MS Micro Area",0.89,-0.97,2.19,0.98,0.53,1.65,-0.38,-0.85,1.27,-0.47,0.426622569,-0.340893954,-0.603588434,-0.14,4.48,4.49,-1.70,4.878328366
26960,"Ionia, MI","Ionia, MI Micro Area",-0.04,-0.77,-0.71,-1.86,0.11,-0.23,3.46,-1.39,-0.42,-0.30,-0.480980543,-1.267759621,-0.202413905,-0.40,0.21,-0.78,-0.34,0.540507149
26980,"Iowa City, IA","Iowa City, IA Metro Area",-0.20,2.86,-0.20,0.69,-1.95,0.58,-0.58,-1.37,-1.58,-0.73,-0.305489749,-0.327467820,0.169312169,0.60,-1.58,-0.16,-0.17,1.538319541
27020,"Iron Mountain, MI-WI","Iron Mountain, MI-WI Micro Area",0.39,0.12,-0.53,-0.34,0.93,-0.90,0.19,0.89,-0.51,-0.03,-0.311030102,0.241733515,-0.424322047,-0.02,-0.22,-0.69,-1.63,-0.870008891
27060,"Ithaca, NY","Ithaca, NY Metro Area",1.10,3.40,0.38,1.27,-2.14,1.22,0.31,-0.14,-0.85,-0.57,-0.199241621,0.028656190,1.497072053,-1.17,-0.82,-0.12,-1.03,0.309980918
27100,"Jackson, MI","Jackson, MI Metro Area",-0.04,-0.21,-0.39,-0.33,-0.06,0.15,3.22,-1.39,-0.60,-0.46,-0.764782768,0.597395935,-0.130402273,-0.54,0.50,-0.15,0.93,1.320404128
27140,"Jackson, MS","Jackson, MS Metro Area",-1.12,0.77,0.10,0.81,0.06,0.40,-0.40,-0.12,0.44,-0.51,0.170940180,0.139792326,0.089176876,-0.08,0.35,1.56,0.27,0.914897418
27160,"Jackson, OH","Jackson, OH Micro Area",-0.13,-0.82,0.41,-0.85,0.62,-0.37,2.59,0.19,0.98,-0.71,NA,NA,1.627922306,-0.82,1.34,0.94,-0.89,0.746332376
27180,"Jackson, TN","Jackson, TN Metro Area",0.61,0.05,0.28,0.41,0.90,0.32,0.18,0.25,0.51,-0.75,-0.048248561,0.654163564,-0.915170560,-0.82,0.04,0.86,2.22,0.023907305
27220,"Jackson, WY-ID","Jackson, WY-ID Micro Area",0.59,3.18,-1.57,0.65,-0.57,0.00,-0.59,1.14,-1.57,-0.61,9.467765318,-0.531131957,-0.886179074,-0.46,-1.63,-1.05,-1.55,0.068074587
27260,"Jacksonville, FL","Jacksonville, FL Metro Area",-0.27,0.80,-0.59,0.41,-0.92,0.68,-0.12,0.21,-0.16,0.40,-0.204618978,-0.391894718,0.734205440,-0.53,0.22,0.73,1.06,0.107147551
27300,"Jacksonville, IL","Jacksonville, IL Micro Area",0.32,-0.30,-0.44,-0.53,-0.66,-1.31,-0.51,-1.40,-1.03,-0.84,-0.567956872,1.317898059,-1.844982238,-0.01,-0.01,-0.48,-0.87,-0.016213331
27340,"Jacksonville, NC","Jacksonville, NC Metro Area",0.00,-0.31,-0.56,-1.59,-3.17,0.25,-0.32,0.19,0.03,0.03,0.474141264,-0.735285926,0.610091112,-1.15,1.55,0.20,-0.55,0.158309497
27380,"Jacksonville, TX","Jacksonville, TX Micro Area",-0.05,-0.55,0.13,-0.13,0.76,0.48,-0.57,0.74,2.17,-0.61,-0.855920491,0.433471610,-1.104203138,-0.22,-0.58,1.43,0.48,1.136677607
27420,"Jamestown, ND","Jamestown, ND Micro Area",1.31,0.12,-1.01,-1.06,-0.41,-1.66,-0.46,-1.05,-0.85,1.18,-1.104423069,-1.366468898,0.160956776,1.45,-1.85,-1.84,-0.13,2.146827152
27460,"Jamestown-Dunkirk-Fredonia, NY","Jamestown-Dunkirk-Fredonia, NY Micro Area",0.67,-0.20,0.10,-0.44,0.37,0.22,-0.13,-0.06,-0.08,-0.55,-0.230719679,-0.619933133,-0.733862088,2.82,0.10,-0.42,-0.20,-0.089480542
27500,"Janesville-Beloit, WI","Janesville-Beloit, WI Metro Area",0.35,-0.18,-0.53,-1.24,0.11,-0.12,-0.50,-1.56,-0.34,-0.78,-0.596597445,-0.447236008,-0.710085980,1.44,-0.07,-0.83,-0.43,0.580409223
27540,"Jasper, IN","Jasper, IN Micro Area",0.54,-0.41,-1.14,-1.36,1.44,-1.66,0.85,-0.60,-0.39,-0.66,-0.126737915,-0.673780092,-1.205617897,0.06,-1.66,-1.16,0.06,0.028259807
27600,"Jefferson, GA","Jefferson, GA Micro Area",-0.24,-0.37,-0.80,-0.82,1.47,-0.03,-0.33,0.40,0.47,-0.36,0.257957087,-0.346809846,0.009866704,0.49,-0.98,-1.19,-0.48,-0.830399602
27620,"Jefferson City, MO","Jefferson City, MO Metro Area",0.83,0.34,-0.89,-1.31,-0.03,-1.27,-0.54,-0.78,-0.32,-0.68,-0.463608717,0.361996961,-0.145236960,-0.09,-0.30,-0.27,-0.24,1.261316688
27700,"Jesup, GA","Jesup, GA Micro Area",-0.24,-1.17,0.52,-0.06,-0.20,-0.32,-0.20,0.62,2.05,0.15,-0.594475015,NA,-1.079082857,-0.37,1.94,0.50,1.56,-1.264493143
27740,"Johnson City, TN","Johnson City, TN Metro Area",-0.18,0.29,0.19,1.03,0.02,-0.26,0.22,0.64,0.71,-0.39,0.233189099,1.062020355,0.311632069,-0.11,-0.40,0.01,0.00,0.780013068
27780,"Johnstown, PA","Johnstown, PA Metro Area",-1.26,-0.23,-0.33,-0.53,0.65,-0.90,-0.39,0.71,0.06,-0.51,-0.865942610,1.191085451,-0.215630363,-0.79,0.27,-0.12,-0.77,0.101130621
27860,"Jonesboro, AR","Jonesboro, AR Metro Area",0.65,0.03,0.16,0.64,-1.76,-0.04,-0.76,-0.48,0.48,-0.81,-0.537357966,0.082949725,-0.502095691,-0.50,-0.43,0.99,0.59,-0.558800799
27900,"Joplin, MO","Joplin, MO Metro Area",0.44,-0.15,-0.29,-0.31,0.32,-0.48,0.17,-0.63,-0.07,-0.81,-0.456952880,-0.104525488,-0.677284168,0.25,-0.60,-0.14,0.30,-0.069651334
27920,"Junction City, KS","Junction City, KS Micro Area",1.04,-0.18,-0.44,-2.37,-3.40,0.55,-0.13,-0.09,0.16,-0.82,0.710068070,-0.699617809,-0.066423884,-0.55,0.60,0.89,0.97,0.116493816
28020,"Kalamazoo-Portage, MI","Kalamazoo-Portage, MI Metro Area",-0.24,1.17,-0.20,0.24,-0.94,0.00,3.46,-1.39,-0.15,-0.67,-0.073678706,0.106339126,-0.311783051,-0.36,-0.08,-0.08,1.02,-0.383498253
28060,"Kalispell, MT","Kalispell, MT Micro Area",0.04,0.71,-0.63,-0.08,0.27,0.32,-0.42,1.27,-0.49,0.36,1.006534000,-0.841591375,-0.090499473,-0.49,-0.39,-0.31,-0.02,-0.195818017
28100,"Kankakee, IL","Kankakee, IL Metro Area",0.32,-0.36,-0.41,-0.94,0.83,0.35,0.05,-1.72,0.29,-0.82,-0.361210192,1.530297149,-0.046926978,-0.10,0.31,-0.26,0.05,0.013535104
28140,"Kansas City, MO-KS","Kansas City, MO-KS Metro Area",-2.62,1.46,-0.95,0.06,-0.20,-0.30,-0.41,-1.54,-0.62,-0.60,-0.277406134,-0.432165118,-0.399162941,-0.19,-0.71,-0.09,0.83,-0.381967264
28260,"Kearney, NE","Kearney, NE Micro Area",1.03,1.05,-0.60,-0.38,-1.88,-1.12,-0.54,-0.59,-1.19,0.82,0.336862136,-0.840481649,-0.471965005,0.50,-1.58,-0.59,-0.70,-0.229106780
28300,"Keene, NH","Keene, NH Micro Area",0.16,1.11,-1.14,-0.31,-0.45,0.50,1.63,0.44,-0.60,-0.49,0.570823848,0.176982765,0.976502675,-1.00,-0.94,-1.11,-0.67,0.655022943
28340,"Kendallville, IN","Kendallville, IN Micro Area",0.01,-1.02,-1.27,-1.37,-0.03,-0.81,1.88,-1.48,-0.31,-0.79,-2.112050501,-1.052569059,-0.658807826,-0.10,-0.23,-1.00,-0.83,0.644443688
28380,"Kennett, MO","Kennett, MO Micro Area",0.44,-1.15,1.31,0.49,-0.92,-0.16,-0.81,-0.48,2.41,-0.72,0.072128322,1.787582458,-0.187312103,-0.34,0.10,1.65,1.07,0.352344474
28420,"Kennewick-Richland, WA","Kennewick-Richland, WA Metro Area",0.35,0.35,-0.54,-0.95,-0.29,0.32,-0.76,-0.53,-0.03,-0.14,0.265987886,0.028700791,-0.920942031,-0.87,-0.36,-1.13,-0.60,-1.806281820
28500,"Kerrville, TX","Kerrville, TX Micro Area",-0.05,0.34,-0.60,0.14,-0.45,0.71,-0.87,1.78,0.72,1.34,-1.155803097,-1.096988146,-0.590483154,-0.34,0.23,0.31,-0.39,0.304302862
28620,"Kill Devil Hills, NC","Kill Devil Hills, NC Micro Area",0.00,0.51,-1.10,-1.16,-0.01,0.30,-0.31,0.19,0.47,-0.88,-1.308633070,-0.424774334,-0.909876428,-0.64,-0.42,-0.48,-0.36,0.543052080
28660,"Killeen-Temple, TX","Killeen-Temple, TX Metro Area",0.43,-0.06,-0.57,-0.91,-1.95,-0.26,-0.68,0.42,0.29,0.34,0.590650758,-0.599141215,0.055274427,-0.61,0.43,1.41,0.33,0.093060885
28700,"Kingsport-Bristol-Bristol, TN-VA","Kingsport-Bristol-Bristol, TN-VA Metro Area",-1.13,-0.34,-0.11,0.27,0.27,-0.84,0.18,0.84,0.84,-0.39,0.538213903,0.200864562,0.066992047,-0.64,0.06,-0.42,0.22,-0.011928616
28740,"Kingston, NY","Kingston, NY Metro Area",0.73,0.97,-0.69,0.01,0.86,1.41,0.36,0.35,-0.81,-0.16,-0.706141774,-0.150775174,-0.014769183,-0.93,0.35,-1.11,-0.74,0.104839673
28780,"Kingsville, TX","Kingsville, TX Micro Area",0.28,0.10,0.89,0.35,-1.34,1.01,-0.86,-0.99,0.07,0.18,0.687605195,0.558237088,0.502448829,0.37,1.04,-0.48,1.09,-1.321826300
28820,"Kinston, NC","Kinston, NC Micro Area",0.67,-1.08,0.67,0.43,-0.48,0.88,-0.46,0.40,1.59,0.54,-0.046645894,1.193996990,-0.923546578,-0.69,1.82,1.71,2.46,1.471366599
28860,"Kirksville, MO","Kirksville, MO Micro Area",0.44,0.58,1.06,1.74,-2.63,0.79,-0.59,-1.41,0.08,-0.60,0.266931812,0.435525783,0.947507695,1.95,-0.42,1.10,-0.41,1.915566973
28900,"Klamath Falls, OR","Klamath Falls, OR Micro Area",-0.61,-0.46,0.13,-0.32,-0.64,0.77,0.04,1.69,0.21,-0.84,-0.982862424,0.644262543,-0.183974369,-0.37,1.38,0.26,-0.50,-0.166127449
28940,"Knoxville, TN","Knoxville, TN Metro Area",-1.84,0.61,-0.30,0.78,0.11,-0.43,0.00,0.81,0.25,-0.44,-0.008604177,-0.000303945,-0.038225782,0.00,-0.28,-0.28,0.63,0.110007820
29020,"Kokomo, IN","Kokomo, IN Metro Area",-0.76,-0.29,-0.20,-0.46,-0.22,-0.53,0.32,-1.58,0.57,-0.81,-0.480256489,0.470482878,0.284424525,0.11,0.01,0.23,0.68,-0.295260547
29060,"Laconia, NH","Laconia, NH Micro Area",1.21,0.98,-1.30,-0.88,1.00,0.00,2.18,1.36,-0.77,-0.53,-0.522008264,-0.492977232,-0.340632065,-0.87,-1.07,-1.27,-0.39,1.147396593
29100,"La Crosse-Olaska, WI-MN","La Crosse-Olaska, WI-MN Metro Area",0.39,0.98,-0.62,-0.48,-0.76,-0.59,-0.48,-0.98,-1.63,-0.51,-0.976068738,-1.018205429,0.106135917,-0.38,-0.36,-0.72,-1.01,0.508046771
29180,"Lafayette, LA","Lafayette, LA Metro Area",-0.80,-0.10,0.04,0.80,0.04,-0.30,-0.06,-0.92,0.22,-0.77,-0.379770574,-0.921288623,0.222566662,-0.45,-0.92,0.28,0.57,-1.373109585
29200,"Lafayette-West Lafayette, IN","Lafayette-West Lafayette, IN Metro Area",-0.77,1.22,0.26,0.18,-2.51,0.55,0.23,-1.65,-0.04,-0.82,-0.088192426,0.293406685,-0.237822281,-0.22,-0.21,0.33,-0.54,0.324681722
29260,"La Grande, OR","La Grande, OR Micro Area",0.24,0.12,-0.06,0.61,-1.16,0.97,-0.46,0.56,-0.44,-0.28,-0.111326254,0.356107706,0.858608436,-0.35,-0.52,0.45,-0.95,NA
29300,"LaGrange, GA","LaGrange, GA Micro Area",-0.24,-0.51,0.52,0.69,-0.24,1.30,-0.56,0.40,-0.29,-0.58,-0.311879759,0.756023403,1.945463412,0.10,1.17,1.11,0.13,-1.822045825
29340,"Lake Charles, LA","Lake Charles, LA Metro Area",-0.84,-0.18,-0.20,0.34,-0.10,-0.52,-0.41,-0.12,0.63,0.23,-0.222053096,-0.415863140,1.325160811,3.21,-0.12,-0.06,1.69,-0.173636212
29380,"Lake City, FL","Lake City, FL Micro Area",0.44,-0.75,-0.15,0.26,-0.83,0.13,0.14,0.41,1.03,0.20,0.015647697,1.396023319,1.535918585,-0.22,1.53,0.97,1.45,0.109127067
29420,"Lake Havasu City-Kingman, AZ","Lake Havasu City-Kingman, AZ Metro Area",1.29,-1.22,0.12,-0.33,-1.18,0.40,-0.95,1.86,0.72,1.25,-0.018685074,0.978943683,0.284558527,-0.28,1.52,1.05,-0.48,1.125532183
29460,"Lakeland-Winter Haven, FL","Lakeland-Winter Haven, FL Metro Area",0.35,-0.39,-0.08,-0.52,-0.03,0.60,-0.48,0.21,0.77,0.54,0.032088117,-0.013619488,0.202397594,-0.33,0.73,0.29,0.18,0.590128127
29540,"Lancaster, PA","Lancaster, PA Metro Area",-2.08,0.41,-1.11,-1.06,0.76,0.07,0.13,0.07,-0.94,-0.15,-0.339768175,-0.628997434,-0.767607992,-0.63,-0.79,-1.13,-0.76,-1.080079276
29620,"Lansing-East Lansing, MI","Lansing-East Lansing, MI Metro Area",0.08,1.28,-0.17,-0.06,-1.39,0.30,3.54,-1.39,-0.63,-0.25,0.233552514,-0.148578421,0.287198988,-0.40,0.08,-0.09,0.73,0.214324963
29660,"Laramie, WY","Laramie, WY Micro Area",-0.57,3.08,0.77,0.56,-3.61,2.06,-0.60,1.65,-1.16,0.72,1.496477480,-0.441214865,0.443677047,0.90,-1.12,0.91,-0.94,NA
29700,"Laredo, TX","Laredo, TX Metro Area",-0.34,-0.63,2.04,1.19,0.88,3.91,-0.88,0.12,1.78,-0.08,4.910376458,0.758340720,1.149909989,-0.67,-0.61,-1.60,0.41,-0.425336461
29780,"Las Vegas, NM","Las Vegas, NM Micro Area",0.13,-0.38,1.95,1.62,1.51,1.38,-0.84,1.12,1.65,3.92,0.422260264,0.010528866,1.071520814,-0.12,-0.99,-0.12,0.95,2.350528260
29820,"Las Vegas-Henderson-Paradise, NV","Las Vegas-Henderson-Paradise, NV Metro Area",-3.18,0.04,-0.48,-0.02,-1.11,1.49,-0.98,1.98,0.27,1.38,0.156822661,-0.358186100,-0.452390266,1.26,0.75,-0.31,2.48,0.706398953
29860,"Laurel, MS","Laurel, MS Micro Area",0.89,-0.62,0.59,0.88,1.75,-0.22,-0.48,0.62,1.28,-0.46,-0.092059561,1.198025329,-0.577658338,2.03,-0.11,1.33,-0.71,0.281373727
29900,"Laurinburg, NC","Laurinburg, NC Micro Area",0.00,-0.81,1.79,0.35,0.09,1.41,-0.65,0.62,2.07,0.15,-0.192157231,0.603078714,1.518378172,-0.21,2.14,2.99,2.13,2.290877781
29940,"Lawrence, KS","Lawrence, KS Metro Area",1.04,3.10,0.13,0.67,-2.82,1.29,-0.17,-1.41,-0.90,-0.62,0.326117159,-0.460480538,0.406311822,1.50,-0.86,0.70,-0.46,0.557460133
29980,"Lawrenceburg, TN","Lawrenceburg, TN Micro Area",0.84,-1.23,0.07,-1.11,1.42,-0.31,-0.44,-0.11,1.27,-0.75,-0.882761870,4.433549237,-0.187947590,2.60,0.44,-0.10,0.85,-0.160262559
30020,"Lawton, OK","Lawton, OK Metro Area",-0.09,-0.16,-0.18,-0.25,-3.19,0.00,-0.45,-0.04,0.73,1.65,0.333500767,-0.729919303,0.551975244,0.35,0.51,0.98,2.00,-0.973249062
30060,"Lebanon, MO","Lebanon, MO Micro Area",0.44,-1.06,-0.02,-1.11,0.72,0.33,-0.47,0.14,0.73,-0.78,-0.694861402,0.034203430,1.827922997,0.17,0.31,0.37,-0.10,-0.174907025
30140,"Lebanon, PA","Lebanon, PA Metro Area",-1.69,-0.29,-1.10,-1.67,0.58,-0.47,0.13,0.11,-0.88,-0.17,0.151275421,0.023316954,-0.273770426,1.70,-0.40,-1.27,-0.85,-0.496702758
30220,"Levelland, TX","Levelland, TX Micro Area",-0.05,-1.07,-0.44,-0.68,-0.73,-0.93,-0.91,-0.17,-0.05,4.41,-0.904175341,2.660676049,-0.172000175,1.24,-0.14,-0.48,0.77,1.357395064
30260,"Lewisburg, PA","Lewisburg, PA Micro Area",-0.40,0.10,-1.14,-0.22,-0.38,-0.30,-0.38,0.18,-0.87,-0.36,-1.003644940,-0.945243129,-0.964160235,-0.21,-0.99,-0.78,-1.33,1.378754153
30280,"Lewisburg, TN","Lewisburg, TN Micro Area",-0.18,-1.09,-0.65,-0.88,1.02,-0.75,-0.44,-0.11,0.92,-0.62,-0.972004647,1.418654724,-1.231833043,4.43,0.31,-0.48,1.13,0.115344803
30300,"Lewiston, ID-WA","Lewiston, ID-WA Metro Area",0.14,-0.08,-0.57,-1.22,-0.36,-0.65,-0.38,0.73,0.05,-0.22,1.034465006,-0.566898757,0.489456888,0.14,-0.33,-0.05,-0.77,0.724618503
30340,"Lewiston-Auburn, ME","Lewiston-Auburn, ME Metro Area",0.52,-0.10,-0.53,-1.00,-0.13,-0.05,0.01,0.72,-0.57,-0.34,-0.704839414,-0.771025105,-0.561546375,-0.96,-0.66,0.23,-0.94,0.873438569
30420,"Lexington, NE","Lexington, NE Micro Area",1.26,-0.74,-0.72,-1.12,0.02,-0.24,-0.60,0.54,-0.64,0.81,-0.731732322,NA,-0.850218399,0.56,-1.07,-1.39,-0.90,-0.349285240
30460,"Lexington-Fayette, KY","Lexington-Fayette, KY Metro Area",-0.06,1.52,-0.09,0.84,-1.65,0.11,-0.07,-0.11,-0.50,-0.57,-0.252801416,0.010277097,-0.604863733,0.06,-0.43,0.17,-0.12,-0.097441972
30580,"Liberal, KS","Liberal, KS Micro Area",1.04,-1.24,0.15,-1.07,-0.62,0.28,-0.80,-0.17,0.49,2.66,-0.222803094,-0.692707242,-0.325475563,0.50,0.32,-2.14,-0.05,-0.112426489
30620,"Lima, OH","Lima, OH Metro Area",0.46,-0.60,-0.42,-0.27,-0.29,-0.34,3.10,-1.60,-0.18,-0.66,-0.263531225,0.850548008,0.887513163,-0.71,0.00,0.40,0.48,-0.137013796
30660,"Lincoln, IL","Lincoln, IL Micro Area",0.32,-0.36,-1.29,-1.85,-1.11,-1.42,-0.51,-1.72,0.03,-0.82,-1.447191178,-0.065777449,-1.201809825,0.19,-0.18,-0.48,-0.42,1.386988469
30700,"Lincoln, NE","Lincoln, NE Metro Area",0.82,1.64,-0.62,-0.32,-1.37,-0.33,-0.37,-1.13,-1.20,0.38,-0.546620238,-0.965287055,-0.463188885,-0.39,-1.21,-0.16,0.02,0.166641487
30780,"Little Rock-North Little Rock-Conway, AR","Little Rock-North Little Rock-Conway, AR Metro Area",-1.05,0.77,-0.41,0.37,-0.06,-0.25,-0.67,0.28,0.01,-0.76,0.068194000,-0.069215293,-0.358018610,-0.22,-0.58,0.88,2.33,0.457950574
30820,"Lock Haven, PA","Lock Haven, PA Micro Area",-0.40,-0.57,-0.09,-1.29,0.37,-0.73,-0.38,1.00,0.23,-0.36,0.306357525,-0.723409947,0.332163644,0.00,-0.38,0.01,-0.85,-0.553318046
30860,"Logan, UT-ID","Logan, UT-ID Metro Area",-0.53,1.38,-0.44,-0.95,-1.13,-0.22,-0.20,1.82,-0.96,-0.29,0.386509668,-0.897056884,-0.819194772,-0.65,-1.16,0.10,-1.36,-1.228259709
30880,"Logan, WV","Logan, WV Micro Area",0.32,-1.63,0.70,0.42,1.07,-0.93,0.54,1.23,2.76,-0.63,0.837543243,2.114186161,1.109530632,1.54,1.75,0.59,1.38,0.618311801
